Unnamed: 0,artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
76115,Amilcare Ponchielli;Staatskapelle Dresden;Silvio Varviso,La Gioconda / Act 3: Dance Of The Hours,56,86360,False,0.512,0.0181,4,-30.054,1,0.0563,0.881,5.78e-05,0.288,0.252,137.927,4,opera
76116,Giuseppe Verdi;Carmen Giannattasio;Veronica Simeoni;Alxander Timchenko;Carlo Colombara;Yuri Temirkanov;St. Petersburg Philharmonic Orchestra,Dies Irae,55,134746,False,0.272,0.346,0,-14.01,0,0.0317,0.926,0.931,0.0772,0.24,79.773,4,opera
76117,Alessandro Safina,Parla più piano,30,218186,False,0.194,0.302,0,-9.349,0,0.031,0.891,1.68e-05,0.0983,0.126,70.922,5,opera
76118,Secret Garden,Nocturne,57,193680,False,0.219,0.298,2,-11.52,0,0.0313,0.944,0.254,0.094,0.154,79.136,3,opera
76119,Nightwish,Élan,58,287000,False,0.576,0.588,5,-9.553,1,0.0308,0.0124,0.000177,0.148,0.316,127.969,4,opera
76120,Alessandro Safina,La nave va,30,215167,False,0.312,0.424,4,-8.841,0,0.0377,0.792,0.0,0.602,0.371,99.099,3,opera
76121,Il Volo,Cerquisima - Spanish Version,29,194235,False,0.432,0.694,4,-4.724,1,0.0559,0.306,1.28e-06,0.314,0.418,139.688,4,opera
76122,André Rieu;Johann Strauss Orchestra,"The Second Waltz, Op. 99a",55,221706,False,0.242,0.295,0,-10.751,0,0.0319,0.919,0.899,0.107,0.467,186.669,3,opera
76123,André Rieu;Johann Strauss Orchestra,"The Blue Danube, Op. 314",30,478533,False,0.268,0.157,2,-14.398,1,0.031,0.922,0.937,0.308,0.122,96.802,4,opera
76124,Giorgia Fumanti,Ninna nanna,28,214120,False,0.299,0.306,2,-11.962,1,0.036,0.962,0.548,0.11,0.109,90.518,3,opera
76125,Jacques Offenbach;Quatuor Zaïde,"Les Contes d'Hoffmann, Act 4: Barcarolle (Arr. for String Quartet by Eric Mouret)",31,177840,False,0.182,0.115,0,-20.767,1,0.0541,0.85,0.043,0.14,0.249,73.292,4,opera
76126,Giacomo Puccini;Luciano Pavarotti;John Alldis Choir;Wandsworth School Boys Choir;London Philharmonic Orchestra;Zubin Mehta,"Turandot, SC 91 / Act III: ""Nessun dorma!""",61,177333,False,0.212,0.301,2,-12.505,1,0.0384,0.963,0.0033,0.13,0.0798,84.025,4,opera
76127,Adolphe Adam;Rolando Villazón;Xavier De Maistre,O Holy Night,0,210401,False,0.322,0.157,2,-15.679,1,0.0351,0.944,0.031,0.103,0.113,107.014,3,opera
76128,Georges Bizet;Luciano Pavarotti;Vienna Volksoper Orchestra;Leone Magiera,"Carmen, WD 31: ""La fleur que tu m'avais jetée""",30,265053,False,0.278,0.182,1,-17.244,1,0.0445,0.977,0.605,0.177,0.0627,128.494,4,opera
76129,Adolphe Adam;Rolando Villazón;Xavier De Maistre,O Holy Night,0,210401,False,0.322,0.157,2,-15.679,1,0.0351,0.944,0.031,0.103,0.113,107.014,3,opera
76130,El Cuervo de Poe,La Llorona,31,204746,False,0.476,0.879,0,-4.754,0,0.193,0.00138,6.3e-06,0.351,0.407,172.417,3,opera
76131,Celtic Woman,Mo Ghile Mear,28,256826,False,0.393,0.438,7,-9.421,1,0.0398,0.648,0.0,0.3,0.496,130.003,4,opera
76132,Adolphe Adam;Rolando Villazón;Xavier De Maistre,O Holy Night,0,210401,False,0.322,0.157,2,-15.679,1,0.0351,0.944,0.031,0.103,0.113,107.014,3,opera
76133,Adolphe Adam;Wiener Sängerknaben;Friar Alessandro;Schubert-Akademie;Gerald Wirth,O Holy Night,0,401933,False,0.136,0.23,2,-11.668,1,0.0355,0.961,0.148,0.113,0.122,82.083,3,opera
76134,Adolphe Adam;phil Blech Wien;Anton Mittermayr;Piotr Beczala,Cantique de Noël,0,292173,False,0.279,0.273,3,-9.885,1,0.032,0.984,0.00581,0.136,0.183,66.886,4,opera
76135,Giuseppe Verdi;Théophile Alexandre;Quatuor Zaïde,"La Traviata, Act 3 Scene 4: Addio del passato (Arr. for Countertenor & String Quartet by Eric Mouret)",29,271680,False,0.265,0.0797,4,-17.449,0,0.0462,0.992,0.00246,0.13,0.157,149.358,4,opera
76136,Adolphe Adam;phil Blech Wien;Anton Mittermayr;Piotr Beczala,Cantique de Noël,0,292173,False,0.279,0.273,3,-9.885,1,0.032,0.984,0.00581,0.136,0.183,66.886,4,opera
76137,Adolphe Adam;Wiener Sängerknaben;Aida Garifullina;Schubert-Akademie;Gerald Wirth,O Holy Night,0,399880,False,0.182,0.309,3,-8.957,1,0.0371,0.946,0.0461,0.101,0.061,87.018,3,opera
76138,"Léo Delibes;Orchestra of the Royal Opera House, Covent Garden;Mark Ermler","Coppélia: Coppélia, Act II: Musique des automates",29,113933,False,0.499,0.177,4,-25.878,1,0.0422,0.901,0.561,0.312,0.56,125.939,4,opera
76139,Adolphe Adam;Rolando Villazón;Slovak National Symphony Orchestra;Allan Wilson;Apollo Voices;Graham Foote,"Minuit, Chrétiens",0,271573,False,0.201,0.363,2,-10.551,1,0.0386,0.967,0.115,0.126,0.104,140.477,3,opera
76140,Adolphe Adam;Luciano Pavarotti;National Philharmonic Orchestra;Kurt Herbert Adler,O Holy Night,0,254693,False,0.15,0.3,3,-10.723,1,0.0407,0.973,0.00668,0.131,0.117,55.329,4,opera
76141,Adolphe Adam;Rolando Villazón;Slovak National Symphony Orchestra;Allan Wilson;Apollo Voices;Graham Foote,"Minuit, Chrétiens",0,271573,False,0.201,0.363,2,-10.551,1,0.0386,0.967,0.115,0.126,0.104,140.477,3,opera
76142,Hayley Westenra,Dark Waltz,29,259105,False,0.148,0.2,3,-13.18,0,0.0388,0.149,4.88e-05,0.122,0.121,87.208,3,opera
76143,Adolphe Adam;Rolando Villazón;Slovak National Symphony Orchestra;Allan Wilson;Apollo Voices;Graham Foote,"Minuit, Chrétiens",0,271573,False,0.201,0.363,2,-10.551,1,0.0386,0.967,0.115,0.126,0.104,140.477,3,opera
76144,Sarah Brightman,Chromaggia,29,155520,False,0.432,0.448,3,-10.282,0,0.0375,0.898,0.000213,0.116,0.156,69.791,4,opera
76145,Sissel,Innerst i sjelen,31,237000,False,0.496,0.275,5,-11.848,1,0.0293,0.589,0.0,0.105,0.344,129.362,4,opera
76146,Giacomo Puccini;Rolando Panerai;Gianni Maffeo;Luciano Pavarotti;Mirella Freni;Schöneberger Sängerknaben;Chor der Deutschen Oper Berlin;Berliner Philharmoniker;Herbert von Karajan,"La bohème, SC 67 / Act 2: ""Arranci, datteri!""",29,172706,False,0.359,0.517,5,-13.837,1,0.0949,0.966,0.771,0.765,0.39,108.247,4,opera
76147,Malena Ernman;Så som i Himmelen Ensemblen,Gabriellas sång,29,215808,False,0.306,0.308,10,-7.94,1,0.0308,0.87,0.0,0.15,0.189,82.928,4,opera
76148,Giacomo Puccini;Michel Sénéchal;Rolando Panerai;Luciano Pavarotti;Nicolai Ghiaurov;Gianni Maffeo;Berliner Philharmoniker;Herbert von Karajan,"La bohème, SC 67 / Act 1: ""Si può"" - ""Chi è là?""",29,318506,False,0.416,0.231,9,-16.997,1,0.0796,0.977,0.018,0.224,0.288,114.603,3,opera
76149,Elaine Paige,I Believe in Father Christmas,0,210466,False,0.61,0.182,2,-19.318,1,0.0322,0.395,7.18e-06,0.0774,0.207,112.503,4,opera
76150,Luciano Pavarotti;Bryan Adams,'O Sole Mio - Live,47,191506,False,0.297,0.264,8,-12.537,1,0.0387,0.943,1.4e-05,0.7,0.247,62.074,4,opera
76151,Josh Groban,Evermore,55,189477,False,0.219,0.362,9,-8.615,1,0.0327,0.794,1.03e-05,0.112,0.233,89.819,1,opera
76152,Celtic Woman,Scarborough Fair,52,192973,False,0.247,0.233,10,-13.611,1,0.0366,0.914,2.49e-05,0.379,0.102,123.097,3,opera
76153,Secret Garden,Lotus,41,275600,False,0.24,0.231,4,-13.889,0,0.0366,0.771,0.903,0.277,0.0384,81.013,3,opera
76154,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,Have Yourself a Merry Little Christmas,35,243160,False,0.252,0.147,1,-13.363,1,0.0371,0.905,7.3e-06,0.139,0.255,66.16,4,opera
76155,Giacomo Puccini;Freddie De Tommaso;Apollo Voices;Philharmonia Orchestra;Paolo Arrivabeni,"Turandot, SC 91 / Act 3: Nessun dorma",45,195853,False,0.249,0.24,2,-12.083,1,0.0348,0.979,0.0117,0.0935,0.0697,71.431,3,opera
76156,Sarah Brightman;Vincent Niclo,Sogni,26,258000,False,0.165,0.494,1,-7.683,1,0.0355,0.574,0.0085,0.0868,0.109,61.504,4,opera
76157,André Rieu,"Love Theme (from ""Romeo and Juliet"")",55,224000,False,0.236,0.224,7,-13.578,0,0.0378,0.835,0.843,0.232,0.0767,75.826,3,opera
76158,André Rieu;Johann Strauss Orchestra,The Lonely Shepherd,54,208133,False,0.166,0.287,2,-12.622,0,0.0352,0.817,0.853,0.0944,0.0745,72.843,4,opera
76159,Ernesto Cortazar,Beethoven's Silence,51,158538,False,0.272,0.272,3,-16.22,0,0.0382,0.975,0.964,0.146,0.0873,140.672,3,opera
76160,Andrea Bocelli;Matteo Bocelli,Fall On Me,56,258812,False,0.35,0.149,6,-12.196,1,0.0334,0.642,0.0,0.109,0.189,83.862,3,opera
76161,Lara Fabian,Je M’arrêterai Pas De T’aimer,28,163426,False,0.297,0.287,0,-8.644,0,0.035,0.917,2.61e-06,0.267,0.258,79.737,3,opera
76162,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,Buon Natale,0,186973,False,0.48,0.422,0,-12.385,1,0.0384,0.836,0.00126,0.124,0.259,110.111,4,opera
76163,Malena Ernman,Min plats på jorden,26,277106,False,0.361,0.697,0,-4.943,1,0.037,0.527,0.000524,0.0837,0.236,79.064,4,opera
76164,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,Joy To The World,0,183053,False,0.517,0.52,10,-6.462,1,0.0296,0.568,0.00097,0.116,0.0998,99.922,4,opera
76165,André Rieu,Lullaby,27,145866,False,0.183,0.235,3,-14.98,1,0.0384,0.722,0.511,0.102,0.0822,69.653,4,opera
76166,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,Away In A Manger,0,157666,False,0.517,0.144,10,-11.518,1,0.0272,0.895,0.0,0.103,0.235,87.994,3,opera
76167,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,The First Noël,0,242733,False,0.166,0.245,0,-10.768,1,0.0325,0.934,0.000279,0.175,0.133,77.724,3,opera
76168,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,Do You Hear What I Hear?,0,179386,False,0.477,0.302,0,-9.896,1,0.0301,0.76,0.0,0.103,0.244,97.946,4,opera
76169,Richard Wagner;London Symphony Orchestra;Yondani Butt,Ride of the Valkyries,49,283440,False,0.234,0.227,11,-18.535,1,0.0373,0.944,0.869,0.0854,0.0703,101.636,3,opera
76170,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,Over The Rainbow,0,149266,False,0.289,0.226,8,-13.628,1,0.0328,0.968,1.23e-05,0.093,0.234,86.547,3,opera
76171,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,The Greatest Gift,0,241840,False,0.399,0.366,6,-8.247,1,0.0277,0.739,4.72e-06,0.115,0.259,71.818,4,opera
76172,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,Happy Xmas (War Is Over),0,212133,False,0.199,0.295,8,-10.907,1,0.0379,0.77,0.0,0.172,0.198,72.916,3,opera
76173,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,Have Yourself a Merry Little Christmas,0,243160,False,0.151,0.147,1,-13.38,1,0.0382,0.917,6.48e-06,0.139,0.253,65.595,3,opera
76174,Bernward Koch,Mysterious Way,27,181720,False,0.137,0.0649,7,-19.028,0,0.035,0.933,0.935,0.115,0.0502,79.42,3,opera
76175,Bernward Koch,Gentle Touch,27,170066,False,0.306,0.0679,11,-16.929,1,0.0342,0.895,0.673,0.119,0.103,83.107,4,opera
76176,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,Il Giorno Più Speciale,0,195506,False,0.213,0.318,8,-9.408,1,0.0308,0.587,0.0,0.0877,0.23,182.185,3,opera
76177,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,I‘ll Be Home For Christmas,0,189493,False,0.253,0.109,8,-15.476,1,0.0383,0.904,0.000132,0.0893,0.174,132.048,4,opera
76178,Josh Groban;Kelly Clarkson,"All I Ask of You (from ""The Phantom of the Opera"") [with Kelly Clarkson]",55,239453,False,0.223,0.268,1,-9.468,1,0.0304,0.912,0.0,0.108,0.189,90.971,4,opera
76179,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,When Christmas Comes To Town,0,219200,False,0.377,0.162,6,-10.586,1,0.0329,0.896,2.86e-06,0.103,0.326,97.211,5,opera
76180,Emma Kirkby;David Thomas;Anthony Rooley;Trevor Jones,Surge propera amica mea,0,209666,False,0.341,0.0617,8,-21.877,1,0.05,0.986,0.0,0.093,0.191,94.464,4,opera
76181,Celtic Thunder;Ryan Kelly,Ride On,28,189000,False,0.519,0.609,11,-9.415,0,0.0299,0.505,0.0,0.23,0.623,137.941,4,opera
76182,Giacomo Puccini;Renée Fleming;London Philharmonic Orchestra;Sir Charles Mackerras,"Gianni Schicchi: ""O mio babbino caro""",48,169413,False,0.212,0.159,8,-21.226,1,0.0402,0.978,0.378,0.514,0.088,97.675,4,opera
76183,Josh Groban,"Gold Can Turn to Sand (from ""Kristina"")",26,253626,False,0.335,0.342,9,-8.987,1,0.0306,0.803,1.61e-05,0.158,0.136,125.625,4,opera
76184,Il Divo;Céline Dion,I Believe in You (Je crois en toi),54,240293,False,0.165,0.522,6,-5.517,0,0.0325,0.645,0.024,0.119,0.0571,179.276,3,opera
76185,Charles Gounod;Yo-Yo Ma,Ave Maria,59,163266,False,0.132,0.0195,0,-29.76,1,0.0445,0.993,0.888,0.0569,0.14,81.616,3,opera
76186,Rolando Villazón;Wiener Sängerknaben;Schubert Akademie;Gerald Wirth,Silent Night,0,249680,False,0.255,0.229,2,-13.173,1,0.0326,0.974,0.222,0.0711,0.186,82.875,3,opera
76187,Avantasia,Farewell,49,392400,False,0.457,0.645,11,-5.97,1,0.0267,0.00388,0.0,0.185,0.148,98.679,3,opera
76188,Alfie Boe,Valjean's Soliloquy - Live,27,197546,False,0.385,0.334,5,-12.597,1,0.253,0.807,0.0,0.656,0.15,77.053,5,opera
76189,"Léo Delibes;Orchestra of the Royal Opera House, Covent Garden;Mark Ermler","Coppélia: Coppélia, Act III: Galop final",28,172840,False,0.299,0.337,3,-17.328,1,0.0506,0.947,0.916,0.113,0.396,159.072,4,opera
76190,Il Volo,"Piove (Ciao, ciao bambina) - 2015 Version",28,213013,False,0.536,0.581,3,-6.289,1,0.0314,0.434,1.28e-06,0.0914,0.506,129.975,4,opera
76191,Nightwish,Wish I Had An Angel,60,243213,False,0.438,0.936,0,-6.465,1,0.0533,9.68e-06,0.029,0.47,0.58,79.512,4,opera
76192,Giacomo Puccini;Luciano Pavarotti;Rolando Panerai;Nicolai Ghiaurov;Gianni Maffeo;Berliner Philharmoniker;Herbert von Karajan,"La bohème, SC 67 / Act 1: ""Io resto""",29,68866,False,0.319,0.157,6,-25.487,1,0.0804,0.964,0.000883,0.174,0.102,93.009,4,opera
76193,Nightwish,End Of All Hope,30,233800,False,0.477,0.946,5,-6.734,1,0.043,6.14e-05,0.0271,0.333,0.559,79.945,4,opera
76194,Giacomo Puccini;Luciano Pavarotti;Nicolai Ghiaurov;Mirella Freni;Gianni Maffeo;Gernot Pietsch;Schöneberger Sängerknaben;Chor der Deutschen Oper Berlin;Berliner Philharmoniker;Herbert von Karajan,"La bohème, SC 67 / Act 2: ""Chi guardi?"" - ""Ecco i giocattoli di Parpignol""",28,188426,False,0.262,0.276,2,-14.66,1,0.0636,0.966,0.0249,0.933,0.16,171.921,5,opera
76195,Il Divo,Unchained Melody,27,228973,False,0.146,0.465,11,-6.548,1,0.035,0.85,0.0444,0.0819,0.0672,176.77,3,opera
76196,Pietro Mascagni;National Philharmonic Orchestra;Gianandrea Gavazzeni,Cavalleria rusticana: Preludio,29,125733,False,0.175,0.204,5,-18.887,1,0.041,0.847,0.937,0.605,0.0616,92.534,3,opera
76197,Giuseppe Verdi;Wiener Philharmoniker;Carlo Rizzi,La traviata / Act I: Prelude,28,216866,False,0.29,0.0196,11,-32.773,1,0.0446,0.921,0.723,0.512,0.0645,126.931,4,opera
76198,Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,Verdi: Aida: Prelude,28,219960,False,0.0672,0.0195,2,-21.33,1,0.0463,0.928,0.0475,0.136,0.0344,74.643,4,opera
76199,Giuseppe Verdi;Riccardo Muti;Plácido Domingo;New Philharmonia Orchestra,"Verdi: Aida, Act 1, Scene 1: ""Celeste Aida"" (Radamès)",28,203066,False,0.231,0.191,10,-18.964,1,0.0424,0.986,0.0028,0.284,0.059,78.513,4,opera
76200,Andrea Bocelli,Love In Portofino,48,180760,False,0.469,0.414,0,-10.497,0,0.041,0.936,0.000334,0.0646,0.358,94.878,4,opera
76201,Andrea Bocelli;Dua Lipa,If Only,52,217224,False,0.236,0.207,4,-10.829,1,0.0334,0.875,8.15e-06,0.0934,0.0757,147.518,4,opera
76202,Danny Wright,Pachelbel's Canon in D,52,217746,False,0.267,0.184,2,-16.447,1,0.033,0.822,0.926,0.0919,0.144,74.058,4,opera
76203,Lim Hyung Joo,Hope You'll Be Happy,40,183205,False,0.367,0.52,10,-7.902,0,0.0321,0.644,0.000142,0.194,0.389,94.822,4,opera
76204,Dimash Qudaibergen,"Couldn't Leave (電視劇《親愛的, 熱愛的》插曲)",32,193600,False,0.295,0.402,6,-10.493,0,0.0321,0.535,0.000104,0.105,0.069,149.525,4,opera
76205,Andrea Bocelli;Ed Sheeran,Amo Soltanto Te,52,200747,False,0.445,0.25,0,-9.827,1,0.0303,0.913,1.12e-06,0.109,0.209,95.043,3,opera
76206,Andrea Bocelli;Ellie Goulding,Return To Love,51,274093,False,0.494,0.434,8,-6.891,1,0.0308,0.609,0.0,0.118,0.138,127.985,4,opera
76207,Susan Boyle,I Dreamed a Dream,52,190560,False,0.286,0.378,10,-8.752,1,0.0382,0.803,0.000518,0.107,0.113,69.316,4,opera
76208,RyanDan,Tears Of An Angel,44,210040,False,0.218,0.353,10,-8.221,0,0.0325,0.904,0.000106,0.135,0.0752,148.493,4,opera
76209,Andrea Bocelli,Si voltò,26,244680,False,0.579,0.267,4,-12.506,1,0.0311,0.808,4.05e-05,0.109,0.473,95.991,4,opera
76210,Nightwish,Amaranth,58,231444,False,0.558,0.859,2,-3.992,0,0.0421,0.00469,0.00196,0.0831,0.31,127.98,4,opera
76211,Andrea Bocelli,Voglio restare cosi,26,232630,False,0.319,0.257,11,-13.782,1,0.0328,0.786,0.713,0.109,0.063,77.015,4,opera
76212,Andrea Bocelli,E chiove,26,263468,False,0.432,0.4,1,-7.491,1,0.0331,0.547,0.00448,0.0997,0.186,143.783,4,opera
76213,Andrea Bocelli;Orchestra Sinfonica di Milano Giuseppe Verdi;Steven Mercurio,Amapola - Remastered,27,253384,False,0.175,0.371,2,-7.367,1,0.0305,0.963,1.38e-06,0.191,0.2,80.714,4,opera
76214,Josh Groban,Play Me,25,206373,False,0.463,0.334,5,-10.853,1,0.0293,0.624,0.000318,0.0934,0.375,143.978,3,opera
76215,Nightwish,Amaranth,52,231444,False,0.558,0.859,2,-3.992,0,0.0421,0.00469,0.00196,0.0831,0.31,127.98,4,opera
76216,Amaury Vassili,Sognu,25,175666,False,0.292,0.771,10,-3.726,0,0.0453,0.797,0.196,0.148,0.228,128.235,4,opera
76217,Georges Bizet;Orquestra Simfònica de Barcelona i Nacional de Catalunya;Pablo González,Carmen Suite No. 1 (Arr. E. Guiraud): I. Prélude,55,88640,False,0.173,0.117,0,-25.018,0,0.0451,0.974,0.842,0.0667,0.0361,121.544,5,opera
76218,Il Volo,La nave del olvido,26,221895,False,0.233,0.7,11,-3.564,0,0.0371,0.523,0.0,0.109,0.233,95.642,3,opera
76219,Il Divo,Un regalo que te dio la vida,25,278506,False,0.383,0.463,0,-8.751,1,0.0467,0.793,2.42e-05,0.088,0.217,144.889,3,opera
76220,Georges Bizet;Katia Labèque;Marielle Labèque,"Jeux d'enfants, Op. 22 WD 56: 3. La poupée",51,142000,False,0.499,0.00747,11,-37.463,1,0.05,0.996,0.915,0.108,0.239,63.975,1,opera
76221,Il Volo,Un Amore Cosi' Grande,26,262079,False,0.186,0.561,2,-5.623,1,0.0384,0.81,1.11e-05,0.0834,0.0909,62.795,4,opera
76222,Andrea Bocelli,Duerme Duerme,26,246721,False,0.118,0.251,7,-15.9,1,0.034,0.912,0.0675,0.113,0.111,78.461,3,opera
76223,Il Divo,Sempre Sempre,25,225480,False,0.132,0.417,11,-8.597,0,0.0354,0.739,0.00014,0.0748,0.0717,80.137,5,opera
76224,Collabro,With You,25,278946,False,0.22,0.236,7,-10.515,0,0.032,0.676,0.0,0.16,0.0393,88.165,4,opera
76225,Celtic Thunder,Maid Of Culmore,26,170000,False,0.266,0.184,7,-11.475,0,0.0321,0.853,0.0,0.119,0.171,167.544,4,opera
76226,Celtic Thunder;Keith Harkin,Tears Of Hercules,26,270720,False,0.336,0.217,3,-8.227,1,0.0341,0.82,0.0,0.157,0.289,96.019,4,opera
76227,Il Volo,Beautiful That Way - La vita è bella,26,224026,False,0.557,0.49,4,-7.408,0,0.028,0.429,0.00176,0.0888,0.458,111.012,4,opera
76228,Mario Frangoulis;Daniel May,Sometimes I Dream,26,344586,False,0.427,0.661,11,-5.917,0,0.0371,0.815,0.0131,0.08,0.272,143.98,4,opera
76229,Plácido Domingo,"Perfidia, Frenesí, La Última Noche - Medley",24,271773,False,0.423,0.488,2,-7.557,1,0.0374,0.751,0.0,0.393,0.496,113.831,4,opera
76230,Il Divo,Mama - English Version,25,197133,False,0.22,0.386,5,-9.602,1,0.0334,0.74,0.00015,0.14,0.108,82.744,4,opera
76231,Josh Groban,O Holy Night,26,288680,False,0.162,0.342,11,-8.051,1,0.031,0.836,0.000788,0.0934,0.0755,84.855,4,opera
76232,Giuseppe Verdi;Maria Callas;Nicola Rescigno;Orchestre De La Société Des Concerts Du Conservatoire,"Verdi: Otello, Act 4: ""Ave Maria"" (Desdemona)",27,290000,False,0.122,0.0628,8,-22.822,1,0.0489,0.983,0.00481,0.0771,0.0379,66.47,4,opera
76233,Celtic Thunder;Emmet Cahill,"Isle Of Hope, Isle Of Tears",25,266666,False,0.216,0.228,7,-10.844,1,0.0356,0.796,3.57e-05,0.199,0.343,158.215,4,opera
76234,"Gaetano Donizetti;Luciano Pavarotti;Orchestra of the Royal Opera House, Covent Garden;Richard Bonynge","La fille du régiment / Act 1: Ah! mes amis, quel jour de fête!",26,107022,False,0.523,0.346,3,-12.718,1,0.0937,0.976,0.00175,0.0453,0.528,85.928,4,opera
76235,Epica;Roy Khan,Trois Vierges - Live At Paradiso,25,312125,False,0.194,0.325,1,-11.794,1,0.0339,0.755,0.0,0.796,0.271,91.343,3,opera
76236,Filippa Giordano,Me He Enamorado de Ti (En vivo),26,293053,False,0.347,0.875,0,-2.605,0,0.0955,0.705,0.0,0.972,0.266,85.159,4,opera
76237,Giacomo Puccini;Kiri Te Kanawa;London Symphony Orchestra;Stephen Barlow,"Gianni Schicchi: ""O, mio babbino caro"" - Live In London / 1994",27,146986,False,0.21,0.135,8,-20.284,1,0.0462,0.984,0.000786,0.115,0.0378,95.745,3,opera
76238,Celtic Woman,Dúlaman,25,260026,False,0.555,0.3,7,-13.302,1,0.176,0.798,0.0,0.0697,0.388,134.154,4,opera
76239,Il Divo,All By Myself,26,232693,False,0.345,0.4,2,-7.701,0,0.0317,0.523,8.63e-05,0.103,0.0376,115.631,4,opera
76240,Alberto Urso,Il Sole Ad Est,27,205120,False,0.412,0.578,10,-3.756,1,0.0321,0.755,2.52e-05,0.121,0.133,123.402,4,opera
76241,Alfredo Catalani;Cristina Gallardo-Domas;Maurizio Barbacini;Das Münchner Rundfunkorchester;Munich Radio Orchestra,"Catalani: La Wally, Act 1: ""Ebben, ne andrò lontana"" (Wally)",27,223386,False,0.276,0.139,4,-17.968,1,0.051,0.986,0.0436,0.0865,0.037,83.589,3,opera
76242,Kathleen Battle;Dawn Upshaw;Luciano Pavarotti;Metropolitan Opera Chorus;David Stivender;Metropolitan Opera Orchestra;James Levine,"L'elisir d'amore, Act I: ""Benedette queste carte!""",0,283933,False,0.327,0.0943,4,-22.016,1,0.098,0.963,2.11e-06,0.0649,0.0796,74.939,3,opera
76243,Giacomo Puccini;Luciano Pavarotti;National Philharmonic Orchestra;Nicola Rescigno,"Tosca / Act 3: ""E lucevan le stelle""",27,180426,False,0.231,0.207,11,-16.318,0,0.0407,0.978,0.0163,0.0889,0.0673,139.623,4,opera
76244,Giacomo Puccini;Luciano Pavarotti;Gianni Maffeo;Nicolai Ghiaurov;Rolando Panerai;Michel Sénéchal;Elizabeth Harwood;Schöneberger Sängerknaben;Chor der Deutschen Oper Berlin;Berliner Philharmoniker;Herbert von Karajan,"La bohème, SC 67 / Act 2: ""Oh!...Essa!...Musetta!""",27,210426,False,0.326,0.366,9,-15.909,1,0.337,0.968,0.05,0.342,0.241,81.623,4,opera
76245,Giuseppe Verdi;Renato Cellini;RCA Victor Orchestra,"Va, pensiero, sull'ali dorate (Chorus of the Hebrew Slaves)",26,291800,False,0.138,0.157,1,-16.728,1,0.0428,0.979,0.87,0.111,0.0554,70.98,4,opera
76246,Hayley Westenra,Pokarekare Ana,26,198813,False,0.149,0.149,7,-13.189,1,0.0365,0.8,3.6e-06,0.111,0.113,77.697,4,opera
76247,Giacomo Puccini;Rolando Panerai;Mirella Freni;Gianni Maffeo;Nicolai Ghiaurov;Luciano Pavarotti;Berliner Philharmoniker;Herbert von Karajan,"La bohème, SC 67 / Act 2: ""Viva Parpignol..."" - ""Una cuffietta a pizzi""",27,141306,False,0.363,0.345,9,-13.269,1,0.0628,0.973,0.00271,0.578,0.224,110.421,4,opera
